Title:,Trial-cth-gapdh
Date/Time:,9/15/2022 1:49:58 PM,9/15/2022 4:03:57 PM
Device:,qTOWER³84 /G,3107G-0413
Operator:,ac
Comments:,
Colors+Dyes:,Pos,Color Module,Dye,Gain,Meas,Refr
,1,Blue.470.520.11.3,FAM,5,*,
,2,Green.515.545.11.2,JOE,5,,
,3,Yellow.535.580.11.2,TAMRA,5,,
,4,Orange.565.605.11.2,ROX,5,,
,5,Red.630.670.11.1,Cy5,5,,
Heated Lid:,100°C
TC Protocol:,steps,scan,°C,m:s,goto,loops,delta Temp(°C),delta Time (s),ramp (°C/s
,1,,50,02:00,0,0,0,0,4
,2,,95,02:00,0,0,0,0,4
,3,,95,00:15,0,0,0,0,4
,4,,60,00:15,0,0,0,0,2
,5,*,72,01:00,3,39,0,0,2
,6,*,60,00:15,6,35,1,0,2
Melt active:,Yes
Meas. Repeats:,3
Color Comp.:,

Well,,Sample name,Sample type,GOI,Reference gene,Ct GOI,Ct Ref. gene,Mean Ct GOI,Mean Ct Ref.gene,RQ GOI,RQ Ref.gene,Norm. Expression,Std.Dev. RQ GOI,Std.Dev. RQ Ref.gene,Std.Dev. Norm. Expression,dCt (Ref.Gen – GOI)
C16,,LsiG2,Unknown,,,,,,,,,,,,,
C17,,LsiG2,Unknown,,,,,,,,,,,,,
C18,,LsiG2,Unknown,,,,,,,,,,,,,
C19,,c2,Unknown,,,,,,,,,,,,,
C20,,c2,Unknown,,,,,,,,,,,,,
C21,,c2,Unknown,,,,,,,,,,,,,
C22,,scr2,Unknown,,,,,,,,,,,,,
C23,,scr2,Unknown,,,,,,,,,,,,,
C24,,scr2,Unknown,,,,,,,,,,,,,
D1,,c2,Unknown,,,,,,,,,,,,,
D2,,c2,Unknown,,,,,,,,,,,,,
D3,,c2,Unknown,,,,,,,,,,,,,
D4,,scr2,Unknown,,,,,,,,,,,,,
D5,,scr2,Unknown,,,,,,,,,,,,,
D6,,scr2,Unknown,,,,,,,,,,,,,
D7,,LsiG2,Unknown,,,,,,,,,,,,,
D8,,LsiG2,Unknown,,,,,,,,,,,,,
D9,,LsiG2,Unknown,,,,,,,,,,,,,
D10,,c2,Unknown,,,,,,,,,,,,,
D11,,c2,Unknown,,,,,,,,,,,,,
D12,,c2,Unknown,,,,,,,,,,,,,
D13,,scr2,Unknown,,,,,,,,,,,,,
D14,,scr2,Unknown,,,,,,,,,,,,,
D15,,scr2,Unknown,,,,,,,,,,,,,
D16,,LsiG2,Unknown,,,,,,,,,,,,,
D17,,LsiG2,Unknown,,,,,,,,,,,,,
D18,,LsiG2,Unknown,,,,,,,,,,,,,
D19,,c2,Unknown,Bcl2,,23.14,,22.9,,0,,0.0047,0,,0.0022,-7.72
D20,,c2,Unknown,Bcl2,,22.57,,22.9,,0,,0.0047,0,,0.0022,-7.72
D21,,c2,Unknown,Bcl2,,23,,22.9,,0,,0.0047,0,,0.0022,-7.72
D22,,scr2,Unknown,Bcl2,,24.25,,24.21,,0,,0.0025,0,,0.0003,-8.62
D23,,scr2,Unknown,Bcl2,,24.24,,24.21,,0,,0.0025,0,,0.0003,-8.62
D24,,scr2,Unknown,Bcl2,,24.13,,24.21,,0,,0.0025,0,,0.0003,-8.62
E1,,c3,Unknown,,GAPDH,,15.53,,15.68,,0,0.0061,,0,,
E2,,c3,Unknown,,GAPDH,,16.02,,15.68,,0,0.0061,,0,,
E3,,c3,Unknown,,GAPDH,,15.49,,15.68,,0,0.0061,,0,,
E4,,scr3,Unknown,,GAPDH,,15.71,,15.85,,0,0.0016,,0,,
E5,,scr3,Unknown,,GAPDH,,15.68,,15.85,,0,0.0016,,0,,
E6,,scr3,Unknown,,GAPDH,,16.14,,15.85,,0,0.0016,,0,,
E7,,LsiG3,Unknown,,GAPDH,,18.62,,18.31,,0,0.0016,,0,,
E8,,LsiG3,Unknown,,GAPDH,,18.25,,18.31,,0,0.0016,,0,,
E9,,LsiG3,Unknown,,GAPDH,,18.06,,18.31,,0,0.0016,,0,,
E10,,c3,Unknown,,,,,,,,,,,,,
E11,,c3,Unknown,,,,,,,,,,,,,
E12,,c3,Unknown,,,,,,,,,,,,,
E13,,scr3,Unknown,,,,,,,,,,,,,
E14,,scr3,Unknown,,,,,,,,,,,,,
E15,,scr3,Unknown,,,,,,,,,,,,,
E16,,LsiG3,Unknown,,,,,,,,,,,,,
E17,,LsiG3,Unknown,,,,,,,,,,,,,
E18,,LsiG3,Unknown,,,,,,,,,,,,,
E19,,c3,Unknown,,,,,,,,,,,,,
E20,,c3,Unknown,,,,,,,,,,,,,
E21,,c3,Unknown,,,,,,,,,,,,,
E22,,scr3,Unknown,,,,,,,,,,,,,
E23,,scr3,Unknown,,,,,,,,,,,,,
E24,,scr3,Unknown,,,,,,,,,,,,,
F1,,c3,Unknown,,,,,,,,,,,,,
F2,,c3,Unknown,,,,,,,,,,,,,
F3,,c3,Unknown,,,,,,,,,,,,,
F4,,scr3,Unknown,,,,,,,,,,,,,
F5,,scr3,Unknown,,,,,,,,,,,,,
F6,,scr3,Unknown,,,,,,,,,,,,,
F7,,LsiG3,Unknown,,,,,,,,,,,,,
F8,,LsiG3,Unknown,,,,,,,,,,,,,
F9,,LsiG3,Unknown,,,,,,,,,,,,,
F10,,c3,Unknown,,,,,,,,,,,,,
F11,,c3,Unknown,,,,,,,,,,,,,
F12,,c3,Unknown,,,,,,,,,,,,,
F13,,scr3,Unknown,,,,,,,,,,,,,
F14,,scr3,Unknown,,,,,,,,,,,,,
F15,,scr3,Unknown,,,,,,,,,,,,,
F16,,LsiG3,Unknown,,,,,,,,,,,,,
F17,,LsiG3,Unknown,,,,,,,,,,,,,
F18,,LsiG3,Unknown,,,,,,,,,,,,,
F19,,c3,Unknown,Bcl2,,23.08,,23.04,,0,,0.0061,0,,0.0014,-7.37
F20,,c3,Unknown,Bcl2,,22.85,,23.04,,0,,0.0061,0,,0.0014,-7.37
F21,,c3,Unknown,Bcl2,,23.2,,23.04,,0,,0.0061,0,,0.0014,-7.37
F22,,scr3,Unknown,Bcl2,,25.19,,25.09,,0,,0.0016,0,,0.0004,-9.25
F23,,scr3,Unknown,Bcl2,,25.33,,25.09,,0,,0.0016,0,,0.0004,-9.25
F24,,scr3,Unknown,Bcl2,,24.76,,25.09,,0,,0.0016,0,,0.0004,-9.25
G1,,L1,Unknown,,GAPDH,,15.32,,15.56,,0,0.0017,,0,,
G2,,L1,Unknown,,GAPDH,,14.77,,15.56,,0,0.0017,,0,,
G3,,L1,Unknown,,GAPDH,,16.6,,15.56,,0,0.0017,,0,,
G4,,siG1,Unknown,,GAPDH,,15.25,,15.8,,0,0.0026,,0,,
G5,,siG1,Unknown,,GAPDH,,15.99,,15.8,,0,0.0026,,0,,
G6,,siG1,Unknown,,GAPDH,,16.15,,15.8,,0,0.0026,,0,,
G7,,ctl1,Unknown,,GAPDH,,17.93,,17.27,,0,0.0244,,0,,
G8,,ctl1,Unknown,,GAPDH,,16.98,,17.27,,0,0.0244,,0,,
G9,,ctl1,Unknown,,GAPDH,,16.92,,17.27,,0,0.0244,,0,,
G10,,L1,Unknown,,,,,,,,,,,,,
G11,,L1,Unknown,,,,,,,,,,,,,
G12,,L1,Unknown,,,,,,,,,,,,,
G13,,siG1,Unknown,,,,,,,,,,,,,
G14,,siG1,Unknown,,,,,,,,,,,,,
G15,,siG1,Unknown,,,,,,,,,,,,,
G16,,ctl1,Unknown,,,,,,,,,,,,,
G17,,ctl1,Unknown,,,,,,,,,,,,,
G18,,ctl1,Unknown,,,,,,,,,,,,,
G19,,L1,Unknown,,,,,,,,,,,,,
G20,,L1,Unknown,,,,,,,,,,,,,
G21,,L1,Unknown,,,,,,,,,,,,,
G22,,siG1,Unknown,,,,,,,,,,,,,
G23,,siG1,Unknown,,,,,,,,,,,,,
G24,,siG1,Unknown,,,,,,,,,,,,,
H1,,L1,Unknown,,,,,,,,,,,,,
H2,,L1,Unknown,,,,,,,,,,,,,
H3,,L1,Unknown,,,,,,,,,,,,,
H4,,siG1,Unknown,,,,,,,,,,,,,
H5,,siG1,Unknown,,,,,,,,,,,,,
H6,,siG1,Unknown,,,,,,,,,,,,,
H7,,ctl1,Unknown,,,,,,,,,,,,,
H8,,ctl1,Unknown,,,,,,,,,,,,,
H9,,ctl1,Unknown,,,,,,,,,,,,,
H10,,L1,Unknown,,,,,,,,,,,,,
H11,,L1,Unknown,,,,,,,,,,,,,
H12,,L1,Unknown,,,,,,,,,,,,,
H13,,siG1,Unknown,,,,,,,,,,,,,
H14,,siG1,Unknown,,,,,,,,,,,,,
H15,,siG1,Unknown,,,,,,,,,,,,,
H16,,ctl1,Unknown,,,,,,,,,,,,,
H17,,ctl1,Unknown,,,,,,,,,,,,,
H18,,ctl1,Unknown,,,,,,,,,,,,,
H19,,L1,Unknown,Bcl2,,24.98,,24.76,,0,,0.0017,0,,0.0011,-9.2
H20,,L1,Unknown,Bcl2,,24.8,,24.76,,0,,0.0017,0,,0.0011,-9.2
H21,,L1,Unknown,Bcl2,,24.51,,24.76,,0,,0.0017,0,,0.0011,-9.2
H22,,siG1,Unknown,Bcl2,,24.55,,24.39,,0,,0.0026,0,,0.0011,-8.59
H23,,siG1,Unknown,Bcl2,,24.61,,24.39,,0,,0.0026,0,,0.0011,-8.59
H24,,siG1,Unknown,Bcl2,,24.01,,24.39,,0,,0.0026,0,,0.0011,-8.59
I1,,L2,Unknown,,GAPDH,,16.1,,16.33,,0,0.0032,,0,,
I2,,L2,Unknown,,GAPDH,,16.24,,16.33,,0,0.0032,,0,,
I3,,L2,Unknown,,GAPDH,,16.64,,16.33,,0,0.0032,,0,,
I4,,siG2,Unknown,,GAPDH,,15.99,,16.38,,0,0.0032,,0,,
I5,,siG2,Unknown,,GAPDH,,16.55,,16.38,,0,0.0032,,0,,
I6,,siG2,Unknown,,GAPDH,,16.59,,16.38,,0,0.0032,,0,,
I7,,ctl2,Unknown,,GAPDH,,17.94,,17.02,,0,0.019,,0,,
I8,,ctl2,Unknown,,GAPDH,,16.43,,17.02,,0,0.019,,0,,
I9,,ctl2,Unknown,,GAPDH,,16.69,,17.02,,0,0.019,,0,,
I10,,L2,Unknown,,,,,,,,,,,,,
I11,,L2,Unknown,,,,,,,,,,,,,
I12,,L2,Unknown,,,,,,,,,,,,,
I13,,siG2,Unknown,,,,,,,,,,,,,
I14,,siG2,Unknown,,,,,,,,,,,,,
I15,,siG2,Unknown,,,,,,,,,,,,,
I16,,ctl2,Unknown,,,,,,,,,,,,,
I17,,ctl2,Unknown,,,,,,,,,,,,,
I18,,ctl2,Unknown,,,,,,,,,,,,,
I19,,L2,Unknown,,,,,,,,,,,,,
I20,,L2,Unknown,,,,,,,,,,,,,
I21,,L2,Unknown,,,,,,,,,,,,,
I22,,siG2,Unknown,,,,,,,,,,,,,
I23,,siG2,Unknown,,,,,,,,,,,,,
I24,,siG2,Unknown,,,,,,,,,,,,,
J1,,L2,Unknown,,,,,,,,,,,,,
J2,,L2,Unknown,,,,,,,,,,,,,
J3,,L2,Unknown,,,,,,,,,,,,,
J4,,siG2,Unknown,,,,,,,,,,,,,
J5,,siG2,Unknown,,,,,,,,,,,,,
J6,,siG2,Unknown,,,,,,,,,,,,,
J7,,ctl2,Unknown,,,,,,,,,,,,,
J8,,ctl2,Unknown,,,,,,,,,,,,,
J9,,ctl2,Unknown,,,,,,,,,,,,,
J10,,L2,Unknown,,,,,,,,,,,,,
J11,,L2,Unknown,,,,,,,,,,,,,
J12,,L2,Unknown,,,,,,,,,,,,,
J13,,siG2,Unknown,,,,,,,,,,,,,
J14,,siG2,Unknown,,,,,,,,,,,,,
J15,,siG2,Unknown,,,,,,,,,,,,,
J16,,ctl2,Unknown,,,,,,,,,,,,,
J17,,ctl2,Unknown,,,,,,,,,,,,,
J18,,ctl2,Unknown,,,,,,,,,,,,,
J19,,L2,Unknown,Bcl2,,24.52,,24.63,,0,,0.0032,0,,0.0008,-8.3
J20,,L2,Unknown,Bcl2,,24.87,,24.63,,0,,0.0032,0,,0.0008,-8.3
J21,,L2,Unknown,Bcl2,,24.5,,24.63,,0,,0.0032,0,,0.0008,-8.3
J22,,siG2,Unknown,Bcl2,,24.84,,24.68,,0,,0.0032,0,,0.0009,-8.31
J23,,siG2,Unknown,Bcl2,,24.83,,24.68,,0,,0.0032,0,,0.0009,-8.31
J24,,siG2,Unknown,Bcl2,,24.39,,24.68,,0,,0.0032,0,,0.0009,-8.31
K1,,L3,Unknown,,GAPDH,,16.21,,15.82,,0,0.0027,,0,,
K2,,L3,Unknown,,GAPDH,,15.51,,15.82,,0,0.0027,,0,,
K3,,L3,Unknown,,GAPDH,,15.74,,15.82,,0,0.0027,,0,,
K4,,siG3,Unknown,,GAPDH,,17.98,,17.61,,0,0.0049,,0,,
K5,,siG3,Unknown,,GAPDH,,17.93,,17.61,,0,0.0049,,0,,
K6,,siG3,Unknown,,GAPDH,,16.94,,17.61,,0,0.0049,,0,,
K7,,ctl3,Unknown,,GAPDH,,17.54,,17.4,,0,0.0356,,0,,
K8,,ctl3,Unknown,,GAPDH,,17.18,,17.4,,0,0.0356,,0,,
K9,,ctl3,Unknown,,GAPDH,,17.46,,17.4,,0,0.0356,,0,,
K10,,L3,Unknown,,,,,,,,,,,,,
K11,,L3,Unknown,,,,,,,,,,,,,
K12,,L3,Unknown,,,,,,,,,,,,,
K13,,siG3,Unknown,,,,,,,,,,,,,
K14,,siG3,Unknown,,,,,,,,,,,,,
K15,,siG3,Unknown,,,,,,,,,,,,,
K16,,ctl3,Unknown,,,,,,,,,,,,,
K17,,ctl3,Unknown,,,,,,,,,,,,,
K18,,ctl3,Unknown,,,,,,,,,,,,,
K19,,L3,Unknown,,,,,,,,,,,,,
K20,,L3,Unknown,,,,,,,,,,,,,
K21,,L3,Unknown,,,,,,,,,,,,,
K22,,siG3,Unknown,,,,,,,,,,,,,
K23,,siG3,Unknown,,,,,,,,,,,,,
K24,,siG3,Unknown,,,,,,,,,,,,,
L1,,L3,Unknown,,,,,,,,,,,,,
L2,,L3,Unknown,,,,,,,,,,,,,
L3,,L3,Unknown,,,,,,,,,,,,,
L4,,siG3,Unknown,,,,,,,,,,,,,
L5,,siG3,Unknown,,,,,,,,,,,,,
L6,,siG3,Unknown,,,,,,,,,,,,,
L7,,ctl3,Unknown,,,,,,,,,,,,,
L8,,ctl3,Unknown,,,,,,,,,,,,,
L9,,ctl3,Unknown,,,,,,,,,,,,,
L10,,L3,Unknown,,,,,,,,,,,,,
L11,,L3,Unknown,,,,,,,,,,,,,
L12,,L3,Unknown,,,,,,,,,,,,,
L13,,siG3,Unknown,,,,,,,,,,,,,
L14,,siG3,Unknown,,,,,,,,,,,,,
L15,,siG3,Unknown,,,,,,,,,,,,,
L16,,ctl3,Unknown,,,,,,,,,,,,,
L17,,ctl3,Unknown,,,,,,,,,,,,,
L18,,ctl3,Unknown,,,,,,,,,,,,,
L19,,L3,Unknown,Bcl2,,24.02,,24.33,,0,,0.0027,0,,0.0009,-8.51
L20,,L3,Unknown,Bcl2,,24.7,,24.33,,0,,0.0027,0,,0.0009,-8.51
L21,,L3,Unknown,Bcl2,,24.26,,24.33,,0,,0.0027,0,,0.0009,-8.51
L22,,siG3,Unknown,Bcl2,,25.19,,25.3,,0,,0.0049,0,,0.0021,-7.68
L23,,siG3,Unknown,Bcl2,,25.5,,25.3,,0,,0.0049,0,,0.0021,-7.68
L24,,siG3,Unknown,Bcl2,,25.19,,25.3,,0,,0.0049,0,,0.0021,-7.68
M1,,Lsig1,Unknown,,,,,,,,,,,,,
M2,,Lsig1,Unknown,Bcl2,,23.13,,23.13,,0,,,0,,,
M3,,Lsig2,Unknown,,,,,,,,,,,,,
M4,,Lsig2,Unknown,Bcl2,,22.87,,22.64,,0,,,0,,,
M5,,Lsig3,Unknown,,,,,,,,,,,,,
M6,,Lsig3,Unknown,Bcl2,,23.61,,23.78,,0,,,0,,,
M7,,ctl1,Unknown,,,,,,,,,,,,,
M8,,ctl1,Unknown,Bcl2,,22.59,,22.63,,0,,0.0244,0,,0.0098,-5.35
M9,,ctl2,Unknown,,,,,,,,,,,,,
M10,,ctl2,Unknown,Bcl2,,22.81,,22.74,,0,,0.019,0,,0.0107,-5.72
M11,,ctl3,Unknown,,,,,,,,,,,,,
M12,,ctl3,Unknown,Bcl2,,22.58,,22.21,,0,,0.0356,0,,0.0093,-4.81
M13,,rt(-),Unknown,,GAPDH,,No Ct,,,,,,,,,
M14,,rt(-),Unknown,,,,,,,,,,,,,
M15,,rt(-),Unknown,,,,,,,,,,,,,
M16,,rt(-),Unknown,,,,,,,,,,,,,
M17,,rt(-),Unknown,,,,,,,,,,,,,
M18,,rt(-),Unknown,Bcl2,,No Ct,,,,,,,,,,
N1,,Lsig1,Unknown,,,,,,,,,,,,,
N2,,Lsig1,Unknown,Bcl2,,23.2,,23.13,,0,,,0,,,
N3,,Lsig2,Unknown,,,,,,,,,,,,,
N4,,Lsig2,Unknown,Bcl2,,22.42,,22.64,,0,,,0,,,
N5,,Lsig3,Unknown,,,,,,,,,,,,,
N6,,Lsig3,Unknown,Bcl2,,23.73,,23.78,,0,,,0,,,
N7,,ctl1,Unknown,,,,,,,,,,,,,
N8,,ctl1,Unknown,Bcl2,,22.77,,22.63,,0,,0.0244,0,,0.0098,-5.35
N9,,ctl2,Unknown,,,,,,,,,,,,,
N10,,ctl2,Unknown,Bcl2,,22.72,,22.74,,0,,0.019,0,,0.0107,-5.72
N11,,ctl3,Unknown,,,,,,,,,,,,,
N12,,ctl3,Unknown,Bcl2,,21.97,,22.21,,0,,0.0356,0,,0.0093,-4.81
N13,,rt(-),Unknown,,GAPDH,,No Ct,,,,,,,,,
N14,,rt(-),Unknown,,,,,,,,,,,,,
N15,,rt(-),Unknown,,,,,,,,,,,,,
N16,,rt(-),Unknown,,,,,,,,,,,,,
N17,,rt(-),Unknown,,,,,,,,,,,,,
N18,,rt(-),Unknown,Bcl2,,No Ct,,,,,,,,,,
O1,,Lsig1,Unknown,,,,,,,,,,,,,
O2,,Lsig1,Unknown,Bcl2,,23.06,,23.13,,0,,,0,,,
O3,,Lsig2,Unknown,,,,,,,,,,,,,
O4,,Lsig2,Unknown,Bcl2,,22.62,,22.64,,0,,,0,,,
O5,,Lsig3,Unknown,,,,,,,,,,,,,
O6,,Lsig3,Unknown,Bcl2,,23.98,,23.78,,0,,,0,,,
O7,,ctl1,Unknown,,,,,,,,,,,,,
O8,,ctl1,Unknown,Bcl2,,22.52,,22.63,,0,,0.0244,0,,0.0098,-5.35
O9,,ctl2,Unknown,,,,,,,,,,,,,
O10,,ctl2,Unknown,Bcl2,,22.69,,22.74,,0,,0.019,0,,0.0107,-5.72
O11,,ctl3,Unknown,,,,,,,,,,,,,
O12,,ctl3,Unknown,Bcl2,,22.08,,22.21,,0,,0.0356,0,,0.0093,-4.81
O13,,rt(-),Unknown,,GAPDH,,No Ct,,,,,,,,,
O14,,rt(-),Unknown,,,,,,,,,,,,,
O15,,rt(-),Unknown,,,,,,,,,,,,,
O16,,rt(-),Unknown,,,,,,,,,,,,,
O17,,rt(-),Unknown,,,,,,,,,,,,,
O18,,rt(-),Unknown,Bcl2,,No Ct,,,,,,,,,,
P1,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P2,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P3,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P4,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P5,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P6,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P7,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P8,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P9,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P10,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P11,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P12,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P13,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P14,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P15,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P16,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P17,,,NTC,Bcl2,,No Ct,,,,,,,,,,
P18,,,NTC,Bcl2,,No Ct,,,,,,,,,,
